file_name	title	date	coperta	pot_city_name	coperta_appended	city_name	latitude	longitude
data_312.json	I Capuleti e i Montecchi, tragedia lirica da rappresentarsi nel Gran Teatro La Fenice il carnovale dell'anno 1830	1830	['BELLINY', '36', '.', 'LG', 'wlat', ',', 'of', '2', 'dd', 'hatecli', ',', 'I', 'CaRU', 'LE', 'I', 'MONTECCHI', 'TRAGEDIA', 'LIRICA', 'NEL', 'GRAN', 'TEATRO', 'LAFENICE', '2', 'Camovate', 'det', '?', 'Anno', '1130', ',', 'IN', 'VENEZIA', 'Dawa', 'ruconana', 'casts', '.', 'es']	['venezia']	0	Venice	45.43713	12.33265
data_633.json	L' incognita perseguitata dramma giocoso per musica da rappresentarsi nel nobile Teatro di Udine il carnovale 1780. Umiliato alle gentili nobiliss.me dame, ed egregj nobiliss.mi cavalieri di detta citta'	1779	"['L', 'INCOGNITA', 'PERSEGUITATA', 'DRAMMA', 'GIOCOSO', 'PER', 'MUSICA', 'Da', 'Rapprefenterfi', '‘Net', 'Nosite', 'Teatro', 'pt', 'Unive', 'Ml', 'Carmovale', '1780', '.', 'UMILIATO', 'ALLE', 'GENTILI', 'NOBILISs', '.', '“', '*', 'DAME', ',', 'ED', 'EGREG', ']', 'NOBILISs', '.', '“', '""', 'CAVALIERI', 'DI', 'DETTA', 'CiTTA', '.', 'ne', 'at', 'et', 'aaah', 'eb', 'In', 'UDINE', ',', 'per', 'ti', 'Frat', 'Marero', '.', 'CON', 'LICENZ', '.', 'A', 'DE', 'SUPERIORI', '.', 'ro', '3', 'NOBILISSIME', 'GENTILI', 'DAME', ',', 'eD', 'EGREGJ', 'NOBILISS', '.', 'CAVALIERI', '.', 'Lc', '.', 'puttico', 'comparimeno', '5', '.', 'rife', 'daito', 'feorfo', 'Dramme', 'initolato', 'Ti', ',', 'Massro', '1', 'Sosperro', 'da', 'me', 'efplofiaquefle', 'Misr', 'Seem', 'ne', 'maida', 'cvaggio', 'di', 'efporreceleremente»', 'che', 'il', 'fecando', ',', 'che', 'porta', 'per', 'stole', 'Ls', 'Twco', '-', 'aura', 'Pensecurrata', '«Nine', 'fade', 'le', '-', 'Seiai', 'intemata', 'onde', 'rendero', '.', 'degra', 'dell', 'wn', '‘erfile', 'aggradimento', '.', 'Egli', '®', 'a', 'eilifios', 'Mafia', '¢', 'tutte', 'quell', 'arredo', 'miglione', 'con']"	['udine']	1	Udine	46.0693	13.23715
data_1092.json	Una cosa rara, ossia Bellezza, ed Onestà, dramma giocoso per musica. Da rappresentarsi nel Teatro Grande alla Scala l'autunno dell'anno 1787. Dedicato alle LL. AA. RR. il Serenissimo Arciduca Ferdinando. Principe reale d'Ungheria ... e la Serenissima Arciduchessa Maria Ricciarda Beatrice d'Este. Principessa di Modena.	1787	['eR', 'UNA', 'COSA', 'RARA', 'OSStA', 'BELLEZZA', ',', 'ED', 'ONESTA', '’', 'DRAMMA', 'GlOCOso', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARS', '!', 'NEL', 'TEATRO', 'GRANDE', 'ALLA', 'SCALA', 'LE', 'Sarwrne', 'del', '!', 'anv', '07', '87', '.', 'pepieaTo', '’', 'Alle', 'LL', ',', 'AA', ',', 'RR', '.', 'IL', 'SERENISSIMO', 'ARCIDUCA', 'FERDINANDO', 'Pncipe', 'Reale', '&', 'Ungeria¢', 'Boomin', ',', 'Arioca', 'Aufa', ',', '‘Blea', 'Borpoests¢', 'at', 'Lore', 'cx»', 'Cetrvo', 'Ree', '‘ange', 'Hetele', ',', 'Governance', 'eatzale', 'nels', 'Lombardia', 'Awfiinea', ',', 'BLA', 'SERENISSIMA', 'ARCIDUGHESSA', '.', 'MARIA', 'BICCIARDA', 'BEATRICE', 'D', 'ESTE', 'PRINCIPESSA', 'DI', 'MODENS', '.', 'IN', 'MILANO', 'Appreffo', 'Gio', ',', 'Batifla', 'Bianchi', 'Regio', 'Stampatore', 'Cella', 'Permifione', '.']	['milano']	0	Milan	45.46427	9.18951
data_926.json	Makmus, spettacolo fantastico in 3 atti e 9 quadri del signor Luigi Grassi. Musica del maestro Edoardo Sassone	1891	"['z', '=', '=', '=', '>', '=', '=', '=', 'Span', 'fi', 'a', '9', 'gai', 'ioe', 'ies', 'FEES', 'ohn', 'TEFPEEO', 'amor', 'AEAKMER', ',', 'Sona', 'amet', 'one', 'Matar', 'ae', 'Sah', '«', 'Pil', '«Seine', '=', 'Sabian', 'Salas', '‘eri', '=', 'Cx', '=', 'Boi', '‘YFESIONE', 'DET', 'QuADAT', 'Atto', 'primo', 'fin', 'sess', 'i', '5', 'i', '.', 'ei', '«', 'Pe', 'eo', 'ig', 'ela', '1', 'do', 'alan', 'gain', '(', 'Gpioes', '=', 'pleas', '.', 'rive', '=', 'H', 'mans', 'It', 'Pipa', 'Byers', 'tlie', 'ATTO', 'PRIMO', 'ae', 'ie', 'le', ',', 'Meni', 'oo', 'dst', 'Sas', 'etsy', 'cee', 'eee', '‘em', 'ase', 'orton', ',', '‘Gon', 'quota', 'maui', '(', 'ne', 'cena', ')', 'Skee', 'voit', 'tags', 'i', 'Vrs', 'e', '1', 'Usione', 'pop', 'a', 'atin', 'orin', 'Eesone', '‘ry', 'Koma', 'Nop', ""'"", 'Stoay', 'sn', 'goat', '{', 'i', 'lo', 'Ora', 'spent', 'Sloat', 'fae', 'ond', ')', 'eno', 'NB', 'Fa', 'AR', 'ADt', 'AMY', 'ARY', 'ARE', 'ono', 'ot', 'moss', 'Molt', 'got', 'ie', 'Ss', 'oa', 'Mi', 'it', '‘so', 'faemi', 'rispettir']"	[]	1	0	0	0
data_1064.json	Tancredi dramma per musica da rappresentarsi nel Regio Teatro di Torino nel Carnovale del 1767 alla presenza di s.s.r.m.	no_year	['ae', 'ae', '|', 'FANCREDE', '“', 'DRAMMA', 'PER', 'MUSICA', '+', 'DA', 'RAPPRESENTARSI', 'NEL', 'REGIO', 'TEATRO', 'DI', 'TORINO', 'NEL', 'CARNOVALE', 'del', '1767', ',', 'ALLA', 'PRESENTA', '$', '.', '8', '.', 'R', '.', 'M', ',', '1N', 'TORINO', ',', 'NELLA', 'STAMPERIA', 'REALE', '.', 'Reena', 'nan', 'RRERREE', 'ETE', 'ES', '4H', 'if', 'Ono', 'Det', 'oe', 'St', '“acme', 'ae']	['torino', 'torino']	0	Turin	45.07049	7.68682
data_291.json	Gli amanti alla prova, dramma giocoso per musica di Giovanni Bertati. Da rappresentarsi nel Teatro Giustiniani in San Moisè per la prima opera del carnovale 1784	1783	['GLI', 'AMANTI', 'ALLA', 'PROVA', 'DRAMMA', 'GlOCoso', 'PER', 'MUSICA', 'DI', 'GIOVANNI', 'BERTATI', 'DA', 'RAPPRESENTARST', 'NEL', 'TEATRO', 'GIUSTINIANT', 'IN', 'SAN', 'MOISE', 'PER', 'LA', 'PRIMA', 'OPERA', 'DEL', 'GARNOVALE', 'wt', ',', 'IN', 'VENEZIA', ',', 'MDOCLXXXIL']	['venezia']	0	Venice	45.43713	12.33265
data_565.json	L' Ernelinda dramma per musica da rappresentarsi nel Teatro di S. Sebastiano nel presente autunno dell'anno 1729. Sotto la protezine dell'altezza reale del sereniss. Gio. Gastone 1. gran duca di Toscana	1729	['DR', '&', 'MMA', 'PER', 'MUSICA', 'Da', 'rapprefentarti', 'IN', 'LIVORNO', 'NEL', 'TEATRO', 'F', 'DI', '§', '.', 'SEBASTIANO', 'Nel', 'prefente', 'Autunno', 'dell”', 'Anno', '1729', '.', 'SOTTO', 'LA', 'PROTEZIONE', 'Dell', '!', 'Altezoa', 'Reale', 'del', 'Serenifi«', 'IN', 'LUCCA', '1719', '.', '—', '=', 'Domenico', 'Ghutfetd', '»', 'ON', 'LICENZA', 'DE', 'ston', 'OE']	['livorno', 'lucca']	0	Livorno	43.54427	10.32615
data_64.json	Antigona in Tebe dramma per musica da rappresentarsi nel Real Teatro di S. Carlo nell'està dell'anno 1755. Alla maestà del Re nostro invitto sovrano dedicato	1755	['ANTIGONA', '.', 'IN', 'TEBE', 'DRAMMA', 'PER', 'MUSICA', 'DA', 'RAPPRESENTARSE', 'Nel', 'Real', 'Teatro', 'di', 'S', '.', 'Carlo', 'nell', '’', '£22', 'dell', '’', 'anno', '1755', '.', 'ALLA', 'MAESTA', 'DRL', 'RE', 'NOSTRO', 'INVITTO', 'SOVRANO', 'DEDICATo', ',', 'IN', 'NAPOLI', 'MDcCLy', ',', 'Pre', 'Domenico', 'Lawciawo', 'fe', 'SR', 'Ea', 'Ror', 'cores', 'SACRA', 'REAL', 'MAESTA', '’', '.', 'SIGNORE', ':', 'Fferifco', ';', '¢', '\\', 'prefento', 'il', 'Drama', 'del', 'PAwricoxa', 'alla', 'M', '.', 'V', '.', ';', 'incuiri', '-', 'fplendono', 'alcune', 'di', 'quelle', 'eroiche', 'virtti', ',', 'le', 'quali', 'in', 'numero', 'aa', 'abe', '«', 'gma', 'in', 'Ifcena', ';', 'ma', 'in', '-', 'abbondante', ',', '€', 'pet', '-', '|', 'na', ',', 'in', '’', 'cui', 'Ie', 'Reali', 'fettiflimo', 'adornano', ']', 'Macha', 'fogliono', 'di', 'il', 'Voftro', 'Generofo', ',', 'prefenza', 'onorare', ',', '¢', 'c', 'Real', 'Animo', ':', 'una', 'sender', 'pit', '’', 'magnifi', '-', 'ben', 'leggitima', 'cag', '-', '|', 'co', '5', 'luminofo', 'il', 'gione', 'ha', 'impedito', '5', ']', 'R', 'cal', 'Teatro', ':', 'Sicom', '-', 'che', 'fi', 'produceflepriy', 'piaccia', 'la', '.', 'M', '.', 'S', '.', 'di', 'gradire', 'un', 'picciolo', 'fegno', 'dal', 'mio', 'pro', '-', 'pit', '.', 'maturo', 'per', '|', 'fondiflimo', 'ofléquio', ',', 'giorno', 'del', 'Nome', 'fe', 'e', 'pregandole', 'fempre', 'liciffimo', 'della', 'noftra', 'dai', 'Ciclo', 'ogni', 'mag', '-', 'Auguftiflima', 'Regitgior', 'profperiei', ',', 'a3', 'Huo', 'tanto', 'fi', 'trovera', 'Egl', '7']	['napoli']	1	Naples	40.85216	14.26811
data_749.json	La falsirena, drama per musica da rappresentarsi nel Teatro di S. Angelo l'anno 1690 di D. Rinaldo Cialli. Consacrata all'[...] del signor principe Cesare D'Este / [Musica di Marco Antonio Ziani]	1690	['Z', '/', 'ANI', 'M', '.', 'A', ',', 'LA', 'FALSIRENA', 'i', 'DRAMA', 'PER', 'MISICA', 'Da', 'Rapprefeneart', 'nel', 'Teatro', 'iS', 'Angelo', '!', 'Anno', '1650', ',', 'DID', '.', 'RINALDO', 'claLLt', ',', 'comsacnara', '2', ')', 'Aeration', 'eee', ':', 'cE']	[]	0	0	0	0
data_745.json	La donna innamorata, dramma giocoso per musica di Giovanni Bertati [...] da rappresentarsi nel nobilissimo teatro Giustiniani in San Moisè il carnovale dell'anno 1796 / [musica di Giuseppe Niccolini]	1796	['LA', 'DONNA', 'INNAMORATA', 'DI', 'GIOVANNI', 'BERTATI', 'rk', '5', 'SE', 'A', 'sa', 'garmntenran', 'Net', 'Nesisissimo', 'Trarne', 'GIUSTINIANI', 'IN', 'SAN', 'MOISE', 'Hi', 'Carorale', 'de', '?', 'Anno', '1796', 'wrest', 'Heck', 'weer', 'IN', 'vENEZrA', 'ee']	[]	0	0	0	0
data_795.json	La moglie capricciosa, dramma giocoso per musica da rappresentarsi in Senigallia nel Teatro de' signori condomini nella fiera dell'anno 1797. Dedicato a sua eccelleanza r.ma monsignor Ferdinando Saluzzo presidente di Urbino	1797	['A', 'Abhi', 'Counter', '197', 'LA', '.', 'MOGLIE', 'CAPRICCIOSA', 'Drama', 'siscefe', 'per', 'Mulica', 'Da', 'nhroMEsENTARST', 'in', 'SENIGALLIA', 'NEL', 'TEATRO', 'DE', '’', 'SIGNORT', 'CONDOMINI', '‘Nella', 'Fiera', 'dell', 'Anns', '1797', '+', ',', '7', 'pia', 'ott', 'Ato', '!', 'A', 'Sad', 'Eee', 'Bia', 'Monfyine', 'FERDINANDO', 'SALUZZO', 'x', 'TREADENTE', 'DY', 'UREINO®', 'Aes', 'a', 'SINIGAGLIA', ',', 'MDSEXC', 'VI', 'PEL', 'LAZZORUNES', 'oN', 'FERMLEO']	['senigallia']	0	Senigallia	43.71626	13.20882
data_17.json	Agesilao dramma per musica da rappresentarsi nel nobilissimo Teatro Venier in San Benedetto il carnovale dell'anno 1788	1787	['AGESTPAD', 'DRAMMA', 'PER', 'MUSICA', '{', 'PDA', 'RAPPRESENT', 'ARSE', 'y', 'wey', 'RomiissiMo', 'TEATRO', 'SV', 'ENTER', 'IN', 'SAN', 'BENEDETTO', '{', 'IL', 'GARNOVALE', 'DELL', '’', 'ANNO', '178', '%', 'ae', 'BEIT', 'whe', 'xe', 'TN', 'VENEZIA', ',', 'MDCCLYXXVIL', 'OOOO', 'DOOD', '‘Arenesso', 'Mopesto', 'Frnzo', '-']	['venezia']	0	Venice	45.43713	12.33265
data_895.json	Leonora. Azione romantica in un prologo e tre atti. Parole di A. Zanardini, musica di Gian Raimondo Serponti. Venezia Teatro La Fenice, carnevale 1885-86, impresa Piontelli-Rho	1885	['np', '@', 'yian', '‘Haimondo', 'Seypents', 'a', 'eee', 'A', '.', 'Banardini', 'LEONORA', 'A', ',', 'ZANARDINE', 'GIAN', 'RAIMONDO', 'SERPONTI', 'WENEZIA', '-', 'TEATRO', 'LA', 'FENICE', 'Coast', '1885', '-', '26', 'Igoe', 'PLONTELAL', 'RO', 'ROL', '.', '0643', '.', '42', 'Propels', 'por', 'tutti', 'pes', '.', '~', 'Dapesto', '.', 'Eat', ',', 'Sta', ',', 'Hall', 'Divit', 'i', 'tradusione', 'riservet', ',', 'PERSONAGGI', 'trevor', 'Ln', 'Oe', 'coma', ',', 'ety', 'Lagan', 'Co', 'onerny', 'Mask', ',', '=', 'Cae', 'Yr', 'yn', 'pt»', 'ia', 'Bie', 'Dr', 'DRAMA', '.', 'pons', ',', 'fd', 'Wai', 'weary', 'Ba', 'es', 'tes', 'Cone', 'ABIMIG', ',', 'See', 'Tie', 'Bonne', '=', '5', '=', '5', 'di', 'ant', '“ALDO', ',', 'jg', 'Lees', 'nce', 'Ham', 'Alia', 'Zee', 'HANS', 'meio', '9', 'ear', 'Ce', 'gre', 'if', 'ESCUWAI', ',', 'set', 'ott', 'fore', 'ips', 'Cate', 'WOLEANGO', ',', 'bari', 'eg', 'NS', 'con', 'Yoana', 'di', 'ino', '~', 'Sine', '~', 'Ou', '—', 'Nope', 'Fea', 'nen', '=', 'Scat', 'it', '=', 'Coie', '0', 'oe', '—', 'Macsuo', 'concernore', ':', 'Gav', '.', 'Riceardo', 'Drigo', ',', '—']	['bari']	1	Bari	41.12066	16.86982
data_356.json	Il Filindo, pastorale eroica per musica da rappresentarsi nel Teatro Giustiniano di S. Moisè. L'autunno dell'anno 1720, dedicato al signor conte Gian-Agostino Berò	1720	['IL', 'FILINDO', 'Paforale', 'Eroica', 'per', 'Mufica', 'DA', 'RAPPRESENTARSI', 'Nel', 'Teatro', 'Giuftiniano', 'diS', '.', 'Moist', '.', 'L', '-', 'Autunno', 'dell', 'Aime', 'DCC', '.', 'DEDICGATO', 'Al', 'Signor', 'CONTE', 'GIAN', '-', 'AGOSTINO', 'BERO™', 'VENEZIA', ',', 'MDCCXX', ',', '‘A', '-', 'pprelfo', 'Marino', 'Refi', 'in', 'Merzeia', 'Pe', 'ingen', 'clsaak', 'Con', 'Licence', 'de', '!', 'Superior', '.']	['venezia']	0	Venice	45.43713	12.33265
